edge,node_i,node_j,x_i_flat_mm,y_i_flat_mm,x_j_flat_mm,y_j_flat_mm,rest_length_mm,direct_stretch,relaxed_stretch,relaxed_strain_pct,boundary_edge,x_i_relaxed_mm,y_i_relaxed_mm,z_i_relaxed_mm,x_j_relaxed_mm,y_j_relaxed_mm,z_j_relaxed_mm
90,65,66,3.9999932183159728,-15.629324830125572,7.999993218315973,-17.938725906884073,4.618802153517005,1.0408124689613318,1.315613665652948,31.5613665652948,False,5.527176721881273,-19.682093949498473,7.053733501615155,10.623207301862875,-22.033815941409934,9.38277796277195
91,65,82,3.9999932183159728,-15.629324830125572,4.000000000000001,-11.010526138817669,4.618798691312882,1.0091585406047237,1.261819180129385,26.1819180129385,False,5.527176721881273,-19.682093949498473,7.053733501615155,5.366187210131544,-14.040278405515453,5.600936699808836
92,66,67,7.999993218315973,-17.938725906884073,12.0,-15.629324830125572,4.618808026628898,1.0117965277798626,1.2601960882102148,26.019608821021478,False,10.623207301862875,-22.033815941409934,9.38277796277195,15.701431642636171,-19.508835636730215,10.692564467479485
93,67,68,12.0,-15.629324830125572,16.0,-17.938725906884073,4.618802153517005,1.1440066412202643,1.3197948707681322,31.979487076813218,False,15.701431642636171,-19.508835636730215,10.692564467479485,19.84164147306363,-21.673938510618484,14.608000602169696
94,67,84,12.0,-15.629324830125572,12.0,-11.010526138817669,4.618798691307903,1.0105050607497563,1.2613779332627892,26.137793326278924,False,15.701431642636171,-19.508835636730215,10.692564467479485,15.223656968690122,-13.987224238813502,8.896344480228882
95,68,69,16.0,-17.938725906884073,20.0,-15.629324830125572,4.618802153517005,1.091307690574045,1.223489642055376,22.3489642055376,False,19.84164147306363,-21.673938510618484,14.608000602169696,23.926215495558814,-18.67315507747283,17.107199366855617
96,69,70,20.0,-15.629324830125572,24.0,-17.938725906884073,4.618802153517005,1.4004800590398485,1.3024067121675915,30.240671216759154,False,23.926215495558814,-18.67315507747283,17.107199366855617,26.82625856453272,-20.362395911183874,22.09950993481936
97,69,87,20.0,-15.629324830125572,20.0,-11.010526138817669,4.618798691307903,1.014640807854866,1.2457282931479228,24.572829314792276,False,23.926215495558814,-18.67315507747283,17.107199366855617,23.254709164398726,-13.483808690441451,14.71437427120663
98,70,71,24.0,-17.938725906884073,28.0,-15.629324830125572,4.618802153517005,1.403136246236987,1.1740912196405422,17.40912196405422,True,26.82625856453272,-20.362395911183874,22.09950993481936,29.422596479062285,-16.18381899012223,24.381245044731017
99,71,72,28.0,-15.629324830125572,32.0,-17.938725906884073,4.618802153517005,3.1986811580524925,1.5225986643828826,52.25986643828826,True,29.422596479062285,-16.18381899012223,24.381245044731017,31.132862111120332,-18.105880117874364,30.926310509260006
100,71,86,28.0,-15.629324830125572,28.0,-11.010526138817669,4.618798691307903,1.0316703896462325,1.2294366881770498,22.943668817704975,True,29.422596479062285,-16.18381899012223,24.381245044731017,28.80592535106908,-11.268827919385986,21.60488496046807
